composition energy_pa bandgap
CsMgBr3 -3.128023653 4.233
Ba2DySbO6 -6.901150202 3.838
Tm2NiAs2 -5.985724772 0.0
NaSbO3 -5.695033629 2.988
Pb2O3 -5.025795591 0.0
K2HBrO -3.936094638 3.845
SbMo2S2 -7.344381379 0.0
BaBiIO2 -5.302153305 2.98
TmB2C2 -7.695785979 0.0
SrBiBrO2 -5.401881762 3.225
NdB2C2 -7.724990304 0.0
Tm2Pd2Pb -5.453685104 0.0
Cs3AuO -2.912239203 1.497
CuSiO3 -6.313134984 0.0
Dy2Pd2Pb -5.499817773 0.0
Gd4SiI5 -4.37926515 0.0
TaAgS3 -6.078411857 0.0
PbSO3 -5.827735913 3.434
K2MnS2 -4.877215531 1.212
Tb2Pd2Pb -5.507525657 0.0
Rb3Au7 -2.851430405 0.0
LaCrO3 -8.200016706 2.077
Cr3GeN -8.546946945 0.0
CsAuSe3 -3.414783209 0.998
Cs2NaYBr6 -3.784824712 4.311
YNiGe3 -5.762190008 0.0
Er2Pd2Pb -5.48858964 0.0
CaBiClO2 -5.592731388 3.662
Cs2KMnF6 -5.013549131 0.539
Tb2Ge2Ru -6.334990056 0.0
Nb3B2 -9.362198077 0.0
Gd2AlGe2 -5.204389091 0.0
TiFeO3 -8.040806645 1.501
Tm2NiAs2 -5.9869028 0.0
GdSi2Pt2 -6.630890005 0.0
Na4UO5 -6.093772621 3.327
SrBiIO2 -5.270281379 2.912
KRb2ScF6 -5.344824076 7.161
Ba2HoRuO6 -7.164136526 0.27
Cs2AgAuCl6 -2.975894608 0.732
Sc2InNi2 -5.841923244 0.0
Tm2S3 -6.327677379 2.586
Gd2Pd2Pb -5.51268661 0.0
La2Pd2Pb -5.634168261 0.0
Ba2YReO6 -7.845073927 0.0
Ti2Cu3 -5.444380011 0.0
Lu2Pd2Pb -5.469534371 0.0
Ba2FeReO6 -7.319361431 0.0
CeGe2Ir2 -7.107442047 0.0
MoP4 -6.829319657 0.0
PbCClO2 -6.115733542 2.906
Ce2MgCu2 -3.874014385 0.0
Yb2InCu2 -2.981959574 0.0
LuB2C2 -7.689974699 0.0
TlSbO3 -5.554174664 2.398
Tb2FeSi2 -6.374773127 0.0
Ti2Ga3 -5.379409797 0.0
Ho3Pd2 -5.569768445 0.0
PtPb4 -4.299860036 0.0
BaPrCo2O6 -6.493305368 0.0
Sn4Pd -4.477134593 0.0
Cs2NaCeCl6 -3.99667057 5.112
Ce2Pd2Pb -5.488513532 0.0
Nd2ScSi2 -6.053506883 0.0
SmSi3Ni -5.989659277 0.0
Sn3Pt2 -5.334780972 0.0
Ho2Pd2Pb -5.492440855 0.0
BaNdMn2O6 -7.378715127 0.0
CeBO3 -8.26626641 4.63
Ti2Pd3 -6.800017523 0.0
Ba2CuTeO6 -5.63313992 0.0
Na3MoO3F3 -5.925664855 4.036
TlCoCl3 -3.741813771 0.0
NdNi2As2 -5.879327087 0.0
Hf2Ni2Sn -7.581681182 0.0
Er2FeSi2 -6.378880016 0.0
K3MnO4 -5.22159043875 2.037
Al2O3 -7.465856017 4.845
Ba2CoMoO6 -7.114499196 0.0
Nb3Ga2 -7.633597384 0.0
Pr2CdPd2 -4.895691467 0.0
Dy2InAu2 -4.512069292 0.0
BaTiB2O6 -8.040658255 2.317
La2MgNi2 -4.835185411 0.0
Dy2CoSi2 -6.195420981 0.0
Np2InRh2 -8.91150433 0.0
Rb2CoSe2 -3.918292982 0.0
Nd2MgNi2 -4.750918927 0.0
Gd2InPd2 -5.34313028 0.0
Ba2CdReO6 -6.726759855 0.0
U2SnRu2 -9.29691335 0.0
Pr2MgNi2 -4.737860803 0.0
Ba2MnMoO6 -7.550673819 0.823
InFeO3 -6.211682487 0.913
Ba2CaReO6 -7.289763117 0.0
U2SnPd2 -7.646230022 0.0
TlZn2Sb2 -2.63588093 0.0
Ho2Ge2Rh -6.07788199 0.0
Yb2InPd2 -4.034252738 0.0
Cs2In3 -2.144615178 0.205
Ba2NdNbO6 -7.778536976 2.992
EuCuSF -5.20489072375 2.123
Ba2ZnReO6 -6.828505093 0.0
Ta3B2 -10.456418712 0.0
Dy3Pd2 -5.56999122 0.0
Ba2HoNbO6 -7.872854035 3.055
U2Fe2Sn -8.799421533 0.0
CaFeClO2 -6.036272713 1.6
LiC2O2 -7.115669803 2.381
Er2CoSi2 -6.197894236 0.0
Gd2CoSi2 -6.191133257 0.0
EuIn4 -2.898387946 0.0
KCrO2 -6.383271875 2.908
Gd3Pd2 -5.571978728 0.0
SrHfO3 -8.67870468 3.957
Gd2CdPd2 -4.911940508 0.0
Ba2TbBiO6 -6.635671755 2.293
Yb2CdPd2 -3.629598065 0.0
EuZn2Sn2 -2.906054695 0.0
LaCrGe3 -6.119051201 0.0
Ba2GdNbO6 -7.844956129 3.024
Ba2NaReO6 -6.985513324 2.043
Ba2PrIrO6 -6.963881912 0.0
Ba2YIrO6 -7.227152682 0.0
Ti2H3 -5.544237951 0.0
Ba2YbNbO6 -7.254775302 0.0
BaLaMn2O6 -7.438433818 0.0
Sr2Pb3 -3.355440942 0.0
Cr2Se3 -6.416724287 0.0
La2MgMnO6 -7.620000626 2.204
Cs2KTbCl6 -4.010312675 5.244
Hf2Al3 -6.655569869 0.0
EuZn2Sn2 -2.90346496 0.0
Ba2NdRuO6 -7.083009393 0.322
Er3Pd2 -5.575672211 0.0
Ba2MgReO6 -7.167874646 0.0
ThFe2SiC -8.237277673 0.0
Ta3Ga2 -8.602412101 0.0
BaBiO3 -5.97736836 0.37
Ni2SbTe2 -4.582804959 0.0
LaMnO3 -8.009877014 0.0
Ba3SbN -4.460843899 0.812
NdNi2Sn2 -5.324861827 0.0
Ba2TlCuHgO5 -4.706012251 0.0
FeCO3 -7.3019736 0.0
CsAuBr3 -2.70877199 0.622
ThCl4 -5.112085275 3.787
Ba2HoSbO6 -6.90672309 3.97
SrHfO3 -8.687629582 4.125
CsC2O2 -6.880392537 2.763
Ba2PrRuO6 -7.063371317 0.309
Pu2SnPt2 -9.730162349 0.0
Gd3Sn7 -4.763570865 0.0
Sr2TaGaO6 -7.552625075 4.174
Ga3Pd7 -5.122279989 0.0
Zr2InNi2 -6.70015789 0.0
PrAlO3 -7.915574701 4.446
Ba2NdBiO6 -6.585032508 2.134
Ba2LaTaO6 -8.12076866 3.878
K2NiF6 -4.21383707778 1.587
RbAuI3 -2.441785714 0.601
Sr2FeMoO6 -7.31516819 0.0
LaAlO3 -8.00813955 4.069
Zr2SN2 -9.224500465 0.823
Ba2LaRuO6 -7.122054109 0.4
Al2O3 -7.197092148 4.722
SrSnO3 -6.320716365 2.115
Hf2Ga3 -6.293996803 0.0
Sr2FeMoO6 -7.313857534 0.0
Dy2InPd2 -5.335089559 0.0
Ba2LaSbO6 -6.87203323 4.351
SrSnO3 -6.316034837 1.97
Nd2InRh2 -6.033970727 0.0
Sr2FeMoO6 -7.313468853 0.0
Ba2LiReO6 -7.098039087 1.909
UAl4 -5.35412979 0.0
Pu2SnPd2 -9.145475816 0.0
Ba2UCdO6 -6.878502705 3.092
Ba2NdSbO6 -6.83522865 4.177
Ba2TbIrO6 -7.050391815 0.0
Eu4Ir -3.672827978 0.0
CsTiI3 -3.678907655 0.0
ErSi3Ni -5.964625937 0.0
LaCo5H4 -5.499111086 0.0
AlBiO3 -6.600060656 2.981
Ba2MnReO6 -7.547193256 0.0
ZrCl3 -5.20407200625 0.0
BaLaCo2O6 -6.552405676 0.0
BaPrMn2O6 -7.380938308 0.0
Ba2NbInO6 -7.178731189 3.671
WCl4 -4.883240676 0.0
CdBiS2Br -3.536214238 1.906
Ba2EuNbO6 -7.241439318 0.0
CeAlO3 -7.893601944 3.454
Ba2CoReO6 -7.151054534 0.256
K2Ga3 -2.416793962 0.405
Ba2YbTaO6 -7.554652142 0.0
U2InPd2 -7.324627244 0.0
Sr3Hg2 -1.574794648 0.0
Yb2CdSb2 -3.24835128 0.0
La2VReO6 -8.297463286 0.277
Tb3Sn7 -4.742512359 0.0
SrTiO3 -7.942639261 2.021
Sn4Pd -4.476609462 0.0
CaSiO3 -7.248448706 4.383
B4Mo -7.765702534 0.0
Ba2BiIrO6 -6.338547908 0.0
Ca3N2 -5.128093614 1.664
Ba2LaIrO6 -7.020499968 0.0
SrAs2Pt2 -5.390458684 0.0
Ba2CaReO6 -7.289244274 0.0
Ba3LiN -3.439303984 0.0
VHgO3 -5.764425997 1.787
Ba2PrSbO6 -6.819441771 4.328
Ba2NdMoO6 -7.592800729 0.0
Ba2UZnO6 -6.979694191 3.104
PrNiGe3 -5.441189888 0.0
CdBiSe2I -3.158821385 1.433
Rb2NaTmCl6 -3.982719371 5.287
Cd3P2 -2.573027925 0.0
Ba2UCuO6 -6.820718837 0.0
Dy2InGe2 -4.939860275 0.0
Ba2ErNbO6 -7.881306063 3.069
CeAlH2Ir -5.47206735 0.0
Ba2LaTaO6 -8.121325965 3.884
TiZnBi2O6 -6.411331321 0.818
Sr2MnNbO6 -7.59851896 0.0
Ba2DyNbO6 -7.864503718 3.073
SrIn4 -2.802465364 0.0
Ba2FeMoO6 -7.325057741 0.0
PrLuSe3 -5.833014714 0.647
Sm2Ge2Ru -6.335756058 0.0
Y3Au2 -5.898158213 0.0
PuGa4 -5.60364553 0.0
ZrCoH3 -5.555028597 0.0
AgBiO3 -4.934330308 0.0
TaCuO3 -7.880519769 1.372
Cs2KSmCl6 -4.005662944 5.339
Ba2TmNbO6 -7.88530049 2.952
Ho2InGe2 -4.915649306 0.0
MnSbS2Br -5.102919023 0.747
Ba2LuRuO6 -7.188196872 0.253
CeAlO3 -7.89553469 3.768
Ba2CaTeO6 -6.237754484 3.459
LaVGe3 -6.116785325 0.0
CaSiO3 -7.248948647 4.354
CeAlO3 -7.891662012 3.475
Ba2LuNbO6 -7.903178392 3.13
Ca2SiIr2 -6.159693248 0.0
LaAlO3 -8.007215963 3.958
Ba2FeReO6 -7.319012263 0.0
Sr2CoMoO6 -7.158965661 0.837
NdCrS2O -6.945371786 0.0
CaIrO3 -6.821422271 0.0
SmPRu2C -8.200899497 0.0
Dy2AlGe2 -5.16383909 0.0
CdSbS2Br -3.495371782 1.688
Gd2InGe2 -4.984904455 0.0
LaAlO3 -8.006616546 3.675
Sr2InPd2 -3.961132547 0.0
CdSnO3 -5.377472204 1.273
IrC4 -8.174820164 0.0
HgAsO3 -4.902115262 1.492
Sm2InGe2 -5.017633637 0.0
TbMn2BiO6 -6.592627365 0.0
Tb2InGe2 -4.964711037 0.0
Ag2HgS2 -2.900608246 0.55
CsCdBr3 -2.6177229 3.008
LaRe2Si2 -8.667254726 0.0
Ba2GdNbO6 -7.850805664 3.165
NdLuSe3 -5.82585771 0.66
PbCl4 -2.813079267 1.838
LaAlO3 -8.007576646 3.963
Sr2InPt2 -4.465902245 0.0
BaTl4 -2.506849352 0.0
LaAlO3 -8.007771796 3.976
SrMoO3 -7.829272778 0.0
Ba2SrTeO6 -6.146136884 3.596
CdBiClO2 -4.538959933 3.115
LaTiGe3 -6.028636063 0.0
Ba2YRuO6 -7.329375163 0.0
CaTiO3 -7.995542209 2.26
LaAlO3 -8.00703334 3.585
Na2UO4 -6.85969776571 3.16
SrGa2Au2 -3.454610169 0.0
GePb3O5 -5.72457959 1.8
Ca2PbAu2 -3.556781373 0.0
BaSb2Au2 -3.94927805 0.0
Sr2CuOsO6 -6.411526478 0.0
Dy2MgSi2 -5.036402876 0.0
NpAl4 -5.680162978 0.0
AgBC4N4 -7.678336757 4.282
SrMoO3 -7.829141068 0.0
Yb2InGe2 -3.602217436 0.0
LiAsO3 -5.843249453 3.942
Ba2YTaO6 -8.338127364 3.534
Ba2YNbO6 -8.039520384 2.99
Cs3Bi2 -2.482498013 0.0
Ba2NdIrO6 -6.985758827 0.0
Ba2PrNbO6 -7.776282708 3.377
Ce2InPt2 -5.84432214 0.0
Ba2FeMoO6 -7.325801713 0.0
Rb2In3 -2.162919801 0.0
Ba2MnTeO6 -6.46286185 1.139
CaIn2P2 -4.252084149 0.597
EuIn2As2 -4.016115407 0.188
Sn4Pd -4.476693876 0.0
Sr2YTaO6 -8.297466297 4.078
CuBC4N4 -7.727797972 0.0
Ca2CdP2 -4.055680498 1.476
TiBO3 -8.413306484 0.0
BiB3O6 -7.464306047 4.064
Ba2LaIrO6 -7.019280355 0.0
Ca3N2 -5.306894434 0.859
Ba2LiOsO6 -6.685908575 0.0
CsFeBr3 -3.848529808 0.0
Ba2LaIrO6 -7.020828626 0.0
Pb2ClOF -4.791172198 2.58
SmB2C2 -7.734258438 0.0
K2NiP2 -4.186754146 0.808
LaZn4 -2.332024601 0.0
TbPRu2C -8.201842723 0.0
CrBiO3 -6.817142852 1.759
MnRePb2O6 -7.069427893 0.0
NdVGe3 -6.014249323 0.0
Y2MgCu2 -4.629120902 0.0
CsFeCl3 -4.225513505 0.0
P2PbAu2 -4.348941366 0.0
AgSbO3 -5.367695269 0.215
CaBe2N2 -6.341414856 2.586
LiSi2Rh2 -6.221857182 0.0
Nd2InGe2 -5.039397457 0.0
Nd2CdNi2 -4.683452248 0.0
Sc2Si2Ru -7.426396637 0.0
Nd2MgCu2 -3.89533589 0.0
CeCrGe3 -6.018712032 0.0
GdPOs2C -8.84321501 0.0
La2Al2I -4.581594643 0.0
AgBiSCl2 -3.54366109 1.143
Tl2Te3 -3.019065039 0.598
BaSbClO2 -5.655242108 2.978
Nd2CdCu2 -3.831450306 0.0
Eu4Sb2O -4.75043956714 0.64
BaBi2Pd2 -4.718082684 0.0
CuBiSCl2 -3.6898688 0.8
Ba2CdAs2 -3.759914046 0.583
CaGa2P2 -4.453996511 0.301
LaCoO3 -7.18415592 0.0
Gd2CdCu2 -3.828878319 0.0
LaN3O6 -6.925931417 2.074
CaRhO3 -6.505414726 0.0
LiBC4N4 -7.889955603 6.358
BaSb2Pd2 -4.908494379 0.0
Ba2NaOsO6 -6.574309523 0.0
Na2CuO2 -3.981859796 0.0
Pr2CdNi2 -4.668450562 0.0
Ce2CdPt2 -5.429519058 0.0
CoTe2Pd2 -5.045843722 0.0
RbPS3 -4.431626339 1.871
Ba2ZnBi2 -3.394704852 0.239
Sr2Cu3O5 -4.95667628 0.0
Ba2I2O -4.550575674 3.103
DySi2Pt2 -6.604539526 0.0
GdAl4 -4.275067567 0.0
SmB2Ru2 -7.807055949 0.0
YbBO3 -7.102316414 0.0
Dy2NiAs2 -6.064041626 0.0
Ba2LaIrO6 -7.020644552 0.0
LaB2Ru2 -7.854710959 0.0
ErB2C2 -7.568277658 0.0
MnBiS2Br -5.136182944 0.795
CePRu2C -8.147019744 0.0
Ho2MgGe2 -4.758633458 0.0
Ce2CdPd2 -4.878281523 0.0
HfCl4 -5.287816922 4.186
CeAs2Rh2 -6.658846243 0.0
SmCrGe3 -6.001271433 0.0
TbAl4 -4.265681061 0.0
CoPd2Se2 -5.167805642 0.0
CeB2C2 -7.564794588 0.0
Nb2CrB2 -9.238564629 0.0
NdB2Ir2 -7.891665078 0.0
Pr2InGe2 -5.041101747 0.0
Ca2InPd2 -4.145363268 0.0
Ba2ZnSb2 -3.545376532 0.469
BaYbCdSb2 -3.407355166 0.234
MnB2Mo2 -9.279411821 0.0
Sr2I2O -4.428769526 3.477
Ba2EuTaO6 -7.557053561 0.0
CeIn7Pt2 -4.021659401 0.0
Ce2MgNi2 -4.713751025 0.0
MnSbSe2I -4.683040725 0.621
Sr3Fe2O5 -6.393717621 0.609
FePd2Se2 -5.399426219 0.0
PrB2Ru2 -7.791612718 0.0
Tb2MgPd2 -5.007993438 0.0
NdB2Ru2 -7.800803037 0.0
Ba2BiIrO6 -6.343811991 0.0
LaAs2Rh2 -6.740161779 0.0
Eu2InPt2 -4.757310656 0.0
K2Mg5Sn3 -2.411686809 0.0
YbB2C2 -6.939861911 0.0
ErNi2B2 -6.378847266 0.0
La2MgCu2 -3.965823991 0.0
LuCu2Sn2 -4.222479741 0.0
ThCo2Sn2 -6.258227126 0.0
Ba2EuNbO6 -7.26011988 0.0
Eu2CdAs2 -3.8807644 0.876
ThCo2As2 -6.987596951 0.0
CoTePb2O6 -5.613403355 1.907
V3AsC -8.642520267 0.0
K2ZnTe2 -2.828325116 2.077
B2Mo3 -9.551107821 0.0
Np2InCo2 -8.498398169 0.0
Ba2YTaO6 -8.33909596 3.719
NaIrO3 -6.052388815 0.0
BaBe2N2 -6.18033104 1.367
SrBi2Pd2 -4.628797482 0.0
Tb2NiAs2 -6.079318949 0.0
EuB2C2 -7.039724921 0.0
CeB2Os2 -8.519934446 0.0
Sr2CdAs2 -3.67802539 0.716
Nb2FeB2 -8.979236805 0.0
PrNi2As2 -5.880383323 0.0
Np2InPd2 -7.960855893 0.0
V3PC -8.979263395 0.0
Pr2AlCo2 -5.737420535 0.0
Sr2GaGeN -4.533962491 0.0
TbSi2Ir2 -7.699827135 0.0
SmB2C2 -7.597267631 0.0
NdB2C2 -7.591860887 0.0
PrAs2Rh2 -6.659210625 0.0
Er2NiAs2 -6.033993475 0.0
MoBr2O2 -6.066655095 1.341
NiTe2Pd2 -4.764464792 0.0
Eu3AuO6 -5.741454918 0.0
U2SnPt2 -8.256137506 0.0
Ba2NdNbO6 -7.794889004 3.211
Cr2B3 -8.238047487 0.0
Cr3PC -8.875636988 0.0
Ta2FeB2 -9.751390649 0.0
Ce2InGe2 -5.033230992 0.0
PrB2C2 -7.582059673 0.0
SmNi2As2 -5.861723324 0.0
U2InNi2 -7.340309789 0.0
PrCrGe3 -6.019336285 0.0
Ba2TbNbO6 -7.858820472 3.224
TaB2Mo2 -9.837002809 0.0
CoTePb2O6 -5.586267805 1.448
Ba2UCu2S5 -5.720679205 0.0
LaB2Os2 -8.603461292 0.0
ThB2Os2 -9.163226467 0.0
Gd2InCu2 -4.276587527 0.0
DySi2Ir2 -7.691946315 0.0
Ba2NdMoO6 -7.592853283 0.0
ThB2Ru2 -8.407549733 0.0
TbB2Ir2 -7.878010204 0.0
SmB2Ir2 -7.890529128 0.0
Np2InNi2 -7.89165708 0.0
SmAl4 -4.287862535 0.0
Eu2InPd2 -4.219885891 0.0
SmSi2Ir2 -7.705503024 0.0
MnBiSe2I -4.71813719 0.776
La3Sn7 -4.927960127 0.0
Tm2InCu2 -4.223884444 0.0
NdGe2Ir2 -7.117423745 0.0
CeSi2Ir2 -7.667261365 0.0
Ca2FeN2 -6.513258054 0.0
Ba2Br2O -4.828838308 3.361
TbGe2Ir2 -7.080042834 0.0
ThNi2Sn2 -5.843849621 0.0
Ca2InPt2 -4.660801095 0.0
Gd3AuO6 -7.408683455 1.828
TmB2C2 -7.544622957 0.0
HgPS3 -3.802383117 1.778
NdAs2Rh2 -6.652933891 0.0
EuSi2Pt2 -6.023031547 0.0
HoSi2Ir2 -7.683209722 0.0
DyB2Ir2 -7.869615569 0.0
Er2InNi2 -5.135731527 0.0
Eu4Bi2O -4.65245682 0.557
UBrO2 -7.7077985925 2.086
GdB2C2 -7.598025609 0.0
TbB2C2 -7.592708859 0.0
LuB2C2 -7.535850026 0.0
GdSi2Ir2 -7.704926287 0.0
Ba2LaNbO6 -7.826501969 3.197
SrAl2Au2 -3.7898855 0.0
Gd2SnAu2 -4.817013196 0.0
LaB2C2 -7.662801504 0.0
SmGe2Ir2 -7.107916755 0.0
PrB2Ir2 -7.885845507 0.0
SmNi2Sn2 -5.303148054 0.0
YSi2Pt2 -6.981127556 0.0
DyAl2Au2 -4.434826933 0.0
LaSb2Pd2 -5.600956469 0.0
U2InIr2 -9.064915754 0.0
Ta3Be2 -8.791710463 0.0
Ho2InCu2 -4.260991785 0.0
Ta2CrB2 -10.018233345 0.0
PrCo5H4 -5.465960811 0.0
PrCu2Sn2 -4.470631943 0.0
PrB2Os2 -8.538049865 0.0
DyNi2B2 -6.37638814 0.0
ErSi2Pt2 -6.575642104 0.0
LaAl2Au2 -4.561714031 0.0
Np3Si2 -9.954591294 0.0
CeAl2Pd2 -5.379970413 0.0
NdB2Os2 -8.548701653 0.0
LaSi2Pt2 -6.705457077 0.0
LiNd2Si2 -5.055076114 0.0
CeAl2Au2 -4.512293904 0.0
Y2InCu2 -5.016384486 0.0
SmAl2Au2 -4.489696488 0.0
Lu2InCu2 -4.242751584 0.0
CeLuS3 -6.415159409 0.914
U2InPt2 -8.016067731 0.0
Lu2InNi2 -5.129611999 0.0
PrGe2Ir2 -7.115950342 0.0
Pu3Si2 -11.097453698 0.0
UGe2Ir2 -8.113259848 0.0
Eu2BrO2 -5.566933875 0.0
Sm2InNi2 -5.131545739 0.0
Dy2InCu2 -4.267804913 0.0
NaLi5Sn4 -2.929988617 0.0
CeNi2Sn2 -5.331739758 0.0
NdP2Rh2 -7.133143964 0.0
ThCo2P2 -7.551093018 0.0
NdSi2Ir2 -7.69852145 0.0
Pr2InCu2 -4.266859011 0.0
KCuF3 -4.162674636 0.0
YbNdS3 -5.464030641 0.0
GdAl2Au2 -4.464940985 0.0
Ho2InAu2 -4.503886676 0.0
La2Co3 -6.325041174 0.0
Pr3Si2 -5.650758455 0.0
K2NaAlF6 -5.012001787 7.944
LaNi2Sn2 -5.392986474 0.0
CeSn2Rh2 -6.189387566 0.0
CeBiS2O -6.067966695 1.051
Gd2CoGe2 -5.865362125 0.0
PrAl2Au2 -4.512516916 0.0
SmB2Os2 -8.556848586 0.0
YNi2B2 -6.747327915 0.0
La2Al2Ge -5.040590981 0.0
Er2InCu2 -4.258392208 0.0
Y2InPd2 -6.072897595 0.0
Tb2InNi2 -5.141814683 0.0
Tm2InNi2 -5.105420044 0.0
CsVI3 -3.77865124 0.516
Nd2InNi2 -5.119886483 0.0
Pr2InNi2 -5.104865197 0.0
UGe2Pt2 -7.068366574 0.0
LaGe2Ir2 -7.179984376 0.0
K2NaScF6 -5.394954571 7.495
Ho2InNi2 -5.135531715 0.0
LaP2Rh2 -7.197410743 0.0
Y2InAu2 -5.260509578 0.0
PdF4 -3.621092536 0.966
K2NaFeF6 -4.907720099 1.558
NdSi2Pt2 -6.655739698 0.0
Te3As2 -3.761208408 0.55
Cr3AsC -8.557035923 0.0
ThSi2Ir2 -8.290566358 0.0
ThGe2Ir2 -7.692684733 0.0
LiIO3 -4.370920782 0.0
Sm2CoGe2 -5.855613693 0.0
Tb2InCu2 -4.273855777 0.0
CeGe2Pt2 -6.15892872 0.0
NbI3O -4.952418119 1.016
PrP2Rh2 -7.130144883 0.0
Ho3Ni2 -5.362268614 0.0
BaTbO3 -6.981398217 0.0
Y2InNi2 -5.871760902 0.0
Er2CoGe2 -5.851859086 0.0
LiTi3S6 -6.319462654 0.0
OsO4 -7.129307265 3.206
Lu2CoGe2 -5.826571027 0.0
Tm2CoGe2 -5.816620493 0.0
Ba2BiIrO6 -6.342891628 0.0
UBr4 -4.884675082 0.348
CCl2F2 -4.265702819 5.755
Er2InAu2 -4.49924134 0.0
Li2NdSb2 -4.091310097 0.0
Ho2CoGe2 -5.855611647 0.0
Dy2CoGe2 -5.85978833 0.0
KCuF3 -4.161300074 0.0
Li2CeSb2 -4.126340703 0.0
EuGe2Pt2 -5.571103296 0.0
KMnF3 -5.715817235 1.421
Eu3Ag2 -2.659279582 0.0
CsCoC4O4 -7.001507016 3.808
Cs2NaMnF6 -4.992910864 0.0
Dy2InNi2 -5.137987596 0.0
Th3Si2 -6.206487235 0.0
Ba2UPbO6 -7.091470653 2.174
CeNi2Sb2 -5.495921256 0.0
Nd2InCu2 -4.275910899 0.0
SmNi2B2 -6.351451215 0.0
Zr2CoSi2 -7.905582651 0.0
Tb3Ni2 -5.363986722 0.0
Rb2NaErF6 -5.225910151 7.255
LiTi3Se6 -5.760949105 0.0
Cs2KCrF6 -5.156571002 2.441
IrF4 -4.570312408 0.0
FeB2Mo2 -8.199346974 0.0
Li2PrSb2 -4.109530776 0.0
PaBr3O -5.527847541 2.405
TaTe4 -5.133403256 0.0
DyGe2Pt2 -6.058194832 0.0
TiI4 -3.480085591 1.0
CaFeClO2 -5.455656896 0.535
CrSiTe3 -5.05071215 0.562
Si3Pt2 -6.200196773 0.0
Yb2AlSi2 -3.970651875 0.0
CsMgI3 -2.671910346 3.258
Na3AlF6 -4.939830448 6.514
AlCu2Re2 -6.798717077 0.0
Ga2TeSe2 -3.750153887 1.755
Ge2Pt3 -5.913914494 0.0
Mn3As2 -7.439379425 0.0
VAgP2Se6 -4.605144282 0.0
AlSiTe3 -3.986790677 1.292
CeSn2Ir2 -6.663895878 0.0
Tb2Si3 -5.398226412 0.0
KSO2F -5.194633637 4.013
Cs2NaFeF6 -4.843838122 1.697
Ba2CePtO6 -6.552920891 0.0
KTmI3 -3.210128308 0.0
Cs2KMnF6 -4.992658561 1.479
CsAuCl3 -2.981053325 0.73
CsBeH3 -3.059114597 3.118
Sn4Au -3.928996297 0.0
K2LiAlH6 -3.078674194 2.912
YbNdSe3 -4.985610293 0.0
SnH4 -3.224971503 4.158
Bi2O3 -5.659035512 0.0
PtF4 -3.873010693 1.469
LaYbSe3 -5.070099845 0.0
NaCdF3 -3.957811841 3.838
Rb2NaHoF6 -5.218058321 7.205
LaYbS3 -5.562289002 0.0
YbPrSe3 -4.988327958 0.0
Zr2InCo2 -7.110755691 0.0
Rb2NaHoF6 -5.219767783 7.224
RuF4 -4.910923829 0.574
Ni3S2 -5.240533033 0.0
LaYbS3 -5.562171469 0.0
CdH2O2 -4.54426709 1.875
Rb2As3 -3.59980169 0.582
BaCeO3 -6.826527611 0.0
ThTe2I2 -4.372668459 1.11
Eu3Ga2 -2.839592396 0.0
K3AlF6 -4.959613737 7.113
MgSc2Ga2 -4.564537124 0.0
YB2Pd7 -5.973377381 0.0
Ce2InNi2 -5.07836622 0.0
YbCeSe3 -4.987655742 0.0
CeVGe3 -5.980240017 0.0
Cs2KEuCl6 -3.4351187 0.0
Sb2Te3 -3.60984053 0.129
Cs2As3 -3.596505926 0.593
KCrF3 -5.735125077 0.0
CsNiF3 -4.533002167 1.265
Ce2InPd2 -5.30590815 0.0
CrSiTe3 -5.05138083 0.562
Er3Ru2 -6.730230829 0.0
TiFeO3 -7.959356007 1.11
SrHfO3 -8.688493884 4.29
Bi2O3 -5.722342154 2.256
LaTlO3 -6.337840269 0.396
CsDyBr3 -3.696257815 0.0
BaPrO3 -6.859061395 0.0
Yb2MgSi2 -3.496315363 0.0
IrC4 -7.641949541 0.0
CsVBr3 -4.189861225 0.523
MnClO3 -5.072407848 1.854
Nb2Te3 -6.351078914 0.0
Cs3Li2Br5 -3.149858496 4.511
TlBSe3 -4.133833507 0.858
SrBi2Pd2 -4.623433955 0.0
IrC4 -7.931497079 0.0
GePdS3 -4.78609521 1.388
CeSb3Pd -4.932284114 0.0
LaCu2Sn2 -4.542361089 0.0
CsSnSe3 -3.756879777 1.228
NdNi2Sb2 -5.478966248 0.0
Ce3Ni2B2N3 -7.342857995 0.0
GdCu2Sn2 -4.382077518 0.0
EuBi2Pd2 -4.713295292 0.0
KCrF3 -5.735903592 0.0
CeNi2Bi2 -5.175720647 0.0
ErNi2Sb2 -5.326863453 0.0
GdNi2Sb2 -5.409918563 0.0
Al2S3 -4.996041722 2.517
YCu2Sn2 -4.724441728 0.0
TbNi2Sb2 -5.389762575 0.0
TbNi2Bi2 -5.041310556 0.0
Si2W3 -9.942089394 0.0
OsO4 -7.129284226 3.265
DyNi2Bi2 -5.017400993 0.0
GdNi2Bi2 -5.063257634 0.0
UCu2Sn2 -5.327641542 0.0
NaNO3 -5.823218395 3.119
Ce3Si2 -5.630905608 0.0
CeCu2Sn2 -4.480719094 0.0
NdNi2Bi2 -5.147155508 0.0
Cs2KYF6 -5.360135307 7.297
BaTbO3 -6.97785613 0.0
CeCu2Sb2 -4.534038161 0.0
HoNi2Sb2 -5.346046969 0.0
CeSb2Pd2 -5.52395551 0.0
